Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Submitter	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Type Material Display Text	CheckM contamination
GCA_002355455.1	ASM235545v1	Stanieria sp. NIES-3757	1807358	OK		NIES-3757					Annotation submitted by Environment and Life Sciences, Toyohashi University of Technology	5463308	2	Complete Genome	2016-03-08		5319768	5319768	2	Environment and Life Sciences, Toyohashi University of Technology	4970	4917		0.99
GCF_002355455.1	ASM235545v1	Stanieria sp. NIES-3757	1807358	OK		NIES-3757					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5463308	2	Complete Genome	2016-03-08		5319768	5319768	2	Environment and Life Sciences, Toyohashi University of Technology	4926	4668		0.99
GCA_017346795.1	ASM1734679v1	Dolichospermum sp. UKL201	2717876	Inconclusive					UKL201		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5294355	1	Complete Genome	2021-03-12		5294355	5294355	1	Oregon State University	4997	4458		
GCA_035193785.1	ASM3519378v1	Planktothrix sp. GU0601_MAG3	3078749	OK					GU0601_MAG3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5181705	1	Complete Genome	2024-01-02		5181705	5181705	1	Kyungpook National University	5260	4281		5.36
GCA_017346815.1	ASM1734681v1	Dolichospermum sp. LBC05a	2717873	Inconclusive					LBC05a		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5178591	1	Complete Genome	2021-03-12		5178591	5178591	1	Oregon State University	4833	4402		
GCA_020386575.1	ASM2038657v1	Phormidium sp. PBR-2020	2839084	Failed					PBR-2020		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5000054	1	Complete Genome	2021-10-08		5000054	5000054	1	University of Calgary	4340	4189		
GCA_017346835.1	ASM1734683v1	Dolichospermum sp. DL01	2717871	Inconclusive					DL01		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4827232	1	Complete Genome	2021-03-12		4827232	4827232	1	Oregon State University	4582	4153		
GCA_963702855.1	MFD03250.bin.1.145	uncultured cyanobacterium	1211	Inconclusive					MFD03250.bin.1.145			4786958	1	Complete Genome	2024-12-29		4786958	4786958	1	Center for Microbial Communities, Albertsen lab, Fredrik Bajers Vej 7H, 9220 Aalborg East, Denmark, Denmark				
GCA_963703315.1	MFD02832.bin.c.1	uncultured cyanobacterium	1211	Inconclusive					MFD02832.bin.c.1			4565174	1	Complete Genome	2024-12-29		4565174	4565174	1	Center for Microbial Communities, Albertsen lab, Fredrik Bajers Vej 7H, 9220 Aalborg East, Denmark, Denmark				
GCA_041937175.1	OleMiss_Limno_poly	Limnothrix sp. BL-A-16	3104318	Inconclusive					BL-A-16		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4610849	3	Complete Genome	2024-09-16		4539749	4539749	3	BioMolecular Sciences, Boudreau Lab	3779	3685		
GCA_002368355.1	ASM236835v1	Chondrocystis sp. NIES-4102	2005460	Inconclusive		NIES-4102					Annotation submitted by Toyohashi University of Technology	5002520	7	Complete Genome	2017-06-25		4516676	4516676	7	Toyohashi University of Technology	4445	4394		0.66
GCF_002368355.1	ASM236835v1	Chondrocystis sp. NIES-4102	2005460	Inconclusive		NIES-4102					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5002520	7	Complete Genome	2017-06-25		4516676	4516676	7	Toyohashi University of Technology	4367	4198		0.66
GCA_018141785.1	ASM1814178v1	Candidatus Paraprochloron terpiosi LD05	2829509	Inconclusive					LD05			3839796	1	Complete Genome	2021-04-28		3839796	3839796	1	Academia Sinica				
GCA_041879365.1	LVE1205-7	Nodosilinea sp. LVE1205-7	2904796	Inconclusive					LVE1205-7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3787723	1	Complete Genome	2024-09-09		3787723	3787723	1	Bioquimica, Instituto de Quimica - USP	3962	3404		
GCA_030759595.1	ASM3075959v1	Synechocystis sp. B12	2764086	Inconclusive		B12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4052664	9	Complete Genome	2023-08-16		3627377	3627377	9	Instituto de Quimica - Universidade de Sao Paulo	5290	3954		2.3
GCA_041879355.1	LVE1205-1	Cyanobacteria bacterium LVE1205-1	2903134	Inconclusive					LVE1205-1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3276681	1	Complete Genome	2024-09-09		3276681	3276681	1	Bioquimica, Instituto de Quimica - USP	3291	2320		
GCA_018399015.1	ASM1839901v1	Cyanobium sp. M30B3	2831057	Inconclusive					M30B3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3180296	1	Complete Genome	2021-05-19		3180296	3180296	1	Academia Sinica	3254	3100		
GCF_018399015.1	ASM1839901v1	Cyanobium sp. M30B3	2831057	Inconclusive					M30B3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3180296	1	Complete Genome	2021-05-19		3180296	3180296	1	Academia Sinica	3254	3100		
GCA_022206215.1	ASM2220621v1	Gloeomargaritales cyanobacterium VI4D9	2898145	Inconclusive		VI4D9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3162419	1	Complete Genome	2022-02-11		3162419	3162419	1	Ecologie Systematique Evolution	3015	2889		
GCA_927797885.1	Thermomargarita ahousahtiae VI4D9	Gloeomargaritales cyanobacterium VI4D9	2898145	Inconclusive					Thaho_VI4D9			3162419	1	Complete Genome	2022-02-02		3162419	3162419	1	Centre National de la Recherche Scientifique				
GCA_002813895.1	ASM281389v1	Cyanobacterium sp. HL-69	2054282	OK					HL-69		Annotation submitted by Pacific Northwest National Laboratroy	3296945	3	Complete Genome	2017-12-07		3155247	3155247	3	Pacific Northwest National Laboratroy	3099	2947		1.83
GCA_045159875.1	UMT_EgibSB_1.0	cyanobacterium endosymbiont of Rhopalodia gibba	309035	Inconclusive					17Bon1-SB		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3064642	2	Complete Genome	2024-10-08		3058178	3058178	2	Division of Biological Sciences, University of Montana	1978	1781		
GCA_002356215.1	ASM235621v1	[Synechococcus] sp. NIES-970	1827144	Inconclusive		NIES-970					Annotation submitted by National Institute for Environmental Studies	3123859	5	Complete Genome	2017-02-08		2836539	2836539	5	National Institute for Environmental Studies	2994	2943		0.26
GCF_002356215.1	ASM235621v1	[Synechococcus] sp. NIES-970	1827144	Inconclusive		NIES-970					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3123859	5	Complete Genome	2017-02-08		2836539	2836539	5	National Institute for Environmental Studies	2958	2864		0.26
GCA_041530395.1	ASM4153039v1	Thermosynechococcaceae cyanobacterium Okahandja	3079936	Inconclusive					Okahandja		Annotation submitted by Technical University of Munich	2817282	1	Complete Genome	2024-08-28		2817282	2817282	1	Werner Siemens-Chair of Synthetic Biotechnology, TUM School of Natural Sciences, Dept. of Chemistry, Technical University of Munich	2720	2666		
GCA_003990665.2	ASM399066v2	Thermostichus vulcanus NIES-2134	2005468	Inconclusive		NIES-2134					Annotation submitted by Toyohashi University of Technology	2571271	1	Complete Genome	2017-10-25		2571271	2571271	1	Toyohashi University of Technology	2540	2496		
GCF_003990665.1	ASM399066v2	Thermostichus vulcanus NIES-2134	2005468	Inconclusive		NIES-2134					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2571271	1	Complete Genome	2017-10-25		2571271	2571271	1	Toyohashi University of Technology	2506	2443		
GCA_025999095.1	ASM2599909v1	Thermosynechococcus sp.	2814275	OK					KatS3mg067		Annotation submitted by RIKEN-BRC	2497893	1	Complete Genome	2022-10-07		2497893	2497893	1	RIKEN-BRC	2451	2406		
GCF_025999095.1	ASM2599909v1	Thermosynechococcus sp.	2814275	OK					KatS3mg067		GCF_025999095.1-RS_2024_11_06	2497893	1	Complete Genome	2022-10-07		2497893	2497893	1	RIKEN-BRC	2450	2357		
GCA_014280015.1	ASM1428001v1	Synechococcus sp. A18-46.1	1866940	Inconclusive		A18-46.1					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2471770	1	Complete Genome	2020-08-24		2471770	2471770	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2953	2900		
GCF_014280015.1	ASM1428001v1	Synechococcus sp. A18-46.1	1866940	Inconclusive		A18-46.1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2471770	1	Complete Genome	2020-08-24		2471770	2471770	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2726	2651		
GCA_001182765.1	WH8103.1	Synechococcus sp. WH 8103	29410	Inconclusive					WH 8103		Annotation submitted by STATION BIOLOGIQUE DE ROSCOFF (CNRS - UPMC) - UMR7144 - MAPP TEAM	2429688	1	Complete Genome	2015-07-10		2429688	2429688	1	STATION BIOLOGIQUE DE ROSCOFF (CNRS - UPMC) - UMR7144 - MAPP TEAM	2886	2821		
GCF_001182765.1	WH8103.1	Synechococcus sp. WH 8103	29410	Inconclusive					WH 8103		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2429688	1	Complete Genome	2015-07-10		2429688	2429688	1	STATION BIOLOGIQUE DE ROSCOFF (CNRS - UPMC) - UMR7144 - MAPP TEAM	2654	2568		
GCA_014280055.1	ASM1428005v1	Synechococcus sp. A18-40	1866939	Inconclusive		A18-40					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2401547	1	Complete Genome	2020-08-24		2401547	2401547	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2833	2781		
GCF_014280055.1	ASM1428005v1	Synechococcus sp. A18-40	1866939	Inconclusive		A18-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2401547	1	Complete Genome	2020-08-24		2401547	2401547	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2655	2579		
GCA_000063525.1	ASM6352v1	Synechococcus sp. RCC307	316278	Inconclusive							Annotation submitted by Genoscope	2224914	1	Complete Genome	2007-05-19		2224914	2224914	1	Genoscope	2583	2535		
GCF_000063525.1	ASM6352v1	Synechococcus sp. RCC307	316278	Inconclusive							NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2224914	1	Complete Genome	2007-05-19		2224914	2224914	1	Genoscope	2457	2388		
GCA_047302775.1	ASM4730277v1	Synechococcus sp. MIT S9506	3082550	Inconclusive		S9506						1627281	1	Complete Genome	2025-01-29		1627281	1627281	1	Civil and Environmental Engineering, Massachusetts Institute of Technology				0.94
GCF_047302775.1	ASM4730277v1	Synechococcus sp. MIT S9506	3082550	Inconclusive		S9506					GCF_047302775.1-RS_2025_01_29	1627281	1	Complete Genome	2025-01-30		1627281	1627281	1	Civil and Environmental Engineering, Massachusetts Institute of Technology	1849	1804		0.94
GCA_000210375.1	ASM21037v1	Arthrospira platensis NIES-39	696747	OK		NIES-39					Annotation submitted by National Institute of Technology and Evaluation	6788435	1	Chromosome	2010-03-25		619347	6788435	1	National Institute of Technology and Evaluation	6676	6630		2.89
GCF_000210375.1	ASM21037v1	Arthrospira platensis NIES-39	696747	OK		NIES-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6788435	1	Chromosome	2010-03-25		619347	6788435	1	National Institute of Technology and Evaluation	6461	6090		2.89
GCA_037023215.1	ASM3702321v1	Arthrospira platensis DD	2952678	Failed		DD						6462411	1	Chromosome	2024-03-05		6462311	6462411	1	School of Basic Medicine, Inner Mongolia Medical University				
GCA_001611905.1	ASM161190v1	Arthrospira platensis YZ	1738638	OK		YZ					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6520772	1	Chromosome	2016-04-06		1054592	6520772	1	Wenzhou Medical University	5896	5273		2.64
GCF_001611905.1	ASM161190v1	Arthrospira platensis YZ	1738638	OK		YZ					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6520772	1	Chromosome	2016-04-06		1054592	6520772	1	Wenzhou Medical University	6365	5897		2.64
GCA_002368015.1	ASM236801v1	Trichormus variabilis NIES-23	1973479	Inconclusive		NIES-23					Annotation submitted by Toyohashi University of Technology	7472825	6	Chromosome	2017-06-25		479334	6411850	6	Toyohashi University of Technology	6444	6363		0.3
GCF_002368015.1	ASM236801v1	Trichormus variabilis NIES-23	1973479	Inconclusive		NIES-23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7472825	6	Chromosome	2017-06-25		479334	6411850	6	Toyohashi University of Technology	6353	6004		0.3
GCA_014250495.1	ASM1425049v1	Limnospira indica BM01	2760438	OK					BM01		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6228153	1	Chromosome	2020-08-19		61454	6228153	1	University of Dar es Salaam	5618	4921		
GCF_014250495.1	ASM1425049v1	Limnospira indica BM01	2760438	OK					BM01		GCF_014250495.1-RS_2024_03_29	6228153	1	Chromosome	2020-08-19		61454	6228153	1	University of Dar es Salaam	5819	5215		
GCA_003990685.1	ASM399068v1	Nostoc commune HK-02	1137087	Inconclusive		NIES-4070					Annotation submitted by Toyohashi University of Technology	8228310	9	Chromosome	2018-04-04		501138	7150659	9	Toyohashi University of Technology	7489	7419		2.11
GCA_937024135.1	PR_No.82v2	Planktothrix rubescens	59512	Failed		No.82					Annotation submitted by Justus Liebig Universitat	5695619	4	Chromosome	2022-06-30		4634483	5458967	4	Justus Liebig Universitat	5103	5050		1.91
GCA_002367955.1	ASM236795v1	Anabaena cylindrica PCC 7122	272123	OK		NIES-19					Annotation submitted by Toyohashi University of Technology	7025636	6	Chromosome	2017-06-25		1078152	6351103	6	Toyohashi University of Technology	6188	6116	assembly from type material	0.33
GCF_002367955.1	ASM236795v1	Anabaena cylindrica PCC 7122	272123	OK		NIES-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7025636	6	Chromosome	2017-06-25		1078152	6351103	6	Toyohashi University of Technology	6158	5778	assembly from type material	0.33
GCA_002368415.1	ASM236841v1	Calothrix sp. NIES-4105	2005463	Inconclusive		NIES-4105					Annotation submitted by Toyohashi University of Technology	12037678	8	Chromosome	2017-06-25		8320562	11062175	8	Toyohashi University of Technology	10998	10918		27.96
GCF_002368415.1	ASM236841v1	Calothrix sp. NIES-4105	2005463	Inconclusive		NIES-4105					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	12037678	8	Chromosome	2017-06-25		8320562	11062175	8	Toyohashi University of Technology	10671	9851		27.96
GCA_002368215.1	ASM236821v1	Nostoc sp. NIES-2111	1973475	Inconclusive		NIES-2111					Annotation submitted by Toyohashi University of Technology	7876755	10	Chromosome	2017-06-25		6515760	6522801	10	Toyohashi University of Technology	6846	6739		1.75
GCF_002368215.1	ASM236821v1	Nostoc sp. NIES-2111	1973475	Inconclusive		NIES-2111					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7876755	10	Chromosome	2017-06-25		6515760	6522801	10	Toyohashi University of Technology	6753	6360		1.75
GCA_018128505.1	ASM1812850v1	Leptolyngbya sp. 15MV	2819933	Inconclusive		15MV					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5089511	1	Chromosome	2021-04-22		5089411	5089511	1	Universidad de Costa Rica	5588	5299		
GCF_018128505.1	ASM1812850v1	Leptolyngbya sp. 15MV	2819933	Inconclusive		15MV					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5089511	1	Chromosome	2021-04-22		5089411	5089511	1	Universidad de Costa Rica	5989	4514		
GCA_006968915.1	ASM696891v1	Brasilonema octagenarum UFV-E1	417106	Inconclusive		UFV-E1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8258380	3	Chromosome	2019-07-15		4994154	7816330	3	Sao Paulo State University (UNESP)	6950	6395		4.87
GCF_006968915.1	ASM696891v1	Brasilonema octagenarum UFV-E1	417106	Inconclusive		UFV-E1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8258380	3	Chromosome	2019-07-15		4994154	7816330	3	Sao Paulo State University (UNESP)	6871	6565		4.87
GCA_002368315.1	ASM236831v1	Fischerella sp. NIES-4106	2005456	Inconclusive		NIES-4106					Annotation submitted by Toyohashi University of Technology	7250844	9	Chromosome	2017-06-25		2751013	6177244	9	Toyohashi University of Technology	6254	6192		1.6
GCF_002368315.1	ASM236831v1	Fischerella sp. NIES-4106	2005456	Inconclusive		NIES-4106					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7250844	9	Chromosome	2017-06-25		2751013	6177244	9	Toyohashi University of Technology	6183	5701		1.6
GCA_002368195.1	ASM236819v1	Calothrix sp. NIES-2100	1954172	Inconclusive		NIES-2100					Annotation submitted by Toyohashi University of Technology	9963103	2	Chromosome	2017-06-25		2204896	9909373	2	Toyohashi University of Technology	8005	7916		20.68
GCF_002368195.1	ASM236819v1	Calothrix sp. NIES-2100	1954172	Inconclusive		NIES-2100					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9963103	2	Chromosome	2017-06-25		2204896	9909373	2	Toyohashi University of Technology	8011	7574		20.68
GCA_002367995.1	ASM236799v1	Calothrix brevissima NIES-22	1973478	Inconclusive		NIES-22					Annotation submitted by Toyohashi University of Technology	9257480	9	Chromosome	2017-06-25		2118499	8527291	9	Toyohashi University of Technology	7392	7285		16
GCF_002367995.1	ASM236799v1	Calothrix brevissima NIES-22	1973478	Inconclusive		NIES-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9257480	9	Chromosome	2017-06-25		2118499	8527291	9	Toyohashi University of Technology	7410	6977		16
GCA_003994795.1	ASM399479v1	Cylindrospermum sp. NIES-4074	2005457	OK		NIES-4074					Annotation submitted by Toyohashi University of Technology	7704857	5	Chromosome	2017-06-25		2058665	6847029	5	Toyohashi University of Technology	6620	6534		1.1
GCA_002367975.1	ASM236797v1	Anabaenopsis circularis NIES-21	1085406	Inconclusive		NIES-21					Annotation submitted by Toyohashi University of Technology	7069985	4	Chromosome	2017-06-25		1822132	6565356	4	Toyohashi University of Technology	6130	6017		0.31
GCF_002367975.1	ASM236797v1	Anabaenopsis circularis NIES-21	1085406	Inconclusive		NIES-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7069985	4	Chromosome	2017-06-25		1822132	6565356	4	Toyohashi University of Technology	6068	5747		0.31
GCA_046116335.1	UMT_EadnSB_Bon19_1.0	cyanobacterium endosymbiont of Epithemia adnata isolate EadnSB Bon19	2841585	Inconclusive					19Bon2-SB		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2788257	2	Chromosome	2024-12-16		1532244	2782614	2	Division of Biological Sciences, University of Montana	1846	1671		
GCA_014279575.1	ASM1427957v1	Synechococcus sp. RS9915	221358	Inconclusive		RS9915					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2417983	1	Chromosome	2020-08-24		1475887	2417983	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2906	2855		
GCF_014279575.1	ASM1427957v1	Synechococcus sp. RS9915	221358	Inconclusive		RS9915					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2417983	1	Chromosome	2020-08-24		1475887	2417983	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2674	2596		
GCA_002368155.1	ASM236815v1	Nostoc carneum NIES-2107	1973483	Inconclusive		NIES-2107					Annotation submitted by Toyohashi University of Technology	9359223	4	Chromosome	2017-06-25		1224837	8352649	4	Toyohashi University of Technology	7596	7508		6.45
GCF_002368155.1	ASM236815v1	Nostoc carneum NIES-2107	1973483	Inconclusive		NIES-2107					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9359223	4	Chromosome	2017-06-25		1224837	8352649	4	Toyohashi University of Technology	7541	7158		6.45
GCA_014279915.1	ASM1427991v1	Synechococcus sp. BOUM118	1442552	Inconclusive		BOUM118					Annotation submitted by Station Biologique de Roscoff (CNRS - Sorbonne University)	2326334	1	Chromosome	2020-08-24		1201322	2326334	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2793	2742		0.24
GCF_014279915.1	ASM1427991v1	Synechococcus sp. BOUM118	1442552	Inconclusive		BOUM118					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2326334	1	Chromosome	2020-08-24		1201322	2326334	1	Station Biologique de Roscoff (CNRS - Sorbonne University)	2601	2528		0.24
GCA_002368055.1	ASM236805v1	Aulosira laxa NIES-50	1541988	Inconclusive		NIES-50					Annotation submitted by Toyohashi University of Technology	9353054	7	Chromosome	2017-06-25		1032652	8460156	7	Toyohashi University of Technology	7397	7307		0.71
GCF_002368055.1	ASM236805v1	Aulosira laxa NIES-50	1541988	Inconclusive		NIES-50					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9353054	7	Chromosome	2017-06-25		1032652	8460156	7	Toyohashi University of Technology	7463	7124		0.71
GCA_002368435.1	ASM236843v1	Scytonema sp. NIES-4073	2005464	Inconclusive		NIES-4073					Annotation submitted by Toyohashi University of Technology	9848021	5	Chromosome	2017-06-25		975715	9448901	5	Toyohashi University of Technology	8501	8443		4.83
